total_return,annual_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,max_drawdown_duration,calmar_ratio,total_trades,winning_trades,losing_trades,win_rate,avg_trade_pnl,avg_winning_pnl,avg_losing_pnl,profit_factor,expectancy,initial_value,final_value,start_date,end_date,trading_days
-0.022203698528687508,-0.02292328120909859,0.015050494064960215,-3.504477388760415,-0.7011892848586052,0.022756991528201397,3,-1.0073071908776308,6,0,6,0.0,-163604.0914491665,0.0,-163604.0914491665,0.0,-0.001636040914491665,100000000,97779630.14713125,2024-01-01 00:00:00,2024-12-29 00:00:00,244
