ticker,date,fwd_ret,label,horizon
005930.KS,2025-01-14,-0.007421206868922781,0,5
005930.KS,2025-01-15,0.011173195925386459,1,5
005930.KS,2025-01-16,-0.011049735070519873,0,5
005930.KS,2025-01-17,0.0,0,5
005930.KS,2025-01-20,-0.018726586468263307,0,5
005930.KS,2025-01-21,-0.04672892270850082,0,5
005930.KS,2025-01-22,-0.029465935809908972,0,5
005930.KS,2025-01-23,-0.014897619217707714,0,5
005930.KS,2025-01-24,0.005586597962693229,1,5
005930.KS,2025-01-31,0.024809160739234226,1,5
005930.KS,2025-02-03,0.0901960659116352,1,5
005930.KS,2025-02-04,0.056926054830135575,1,5
005930.KS,2025-02-05,0.05482042481929361,1,5
005930.KS,2025-02-06,0.033333294111608014,1,5
005930.KS,2025-02-07,0.04283053507959633,1,5
005930.KS,2025-02-10,0.007194228161276683,1,5
005930.KS,2025-02-11,0.021543935333187658,1,5
005930.KS,2025-02-12,0.05197140536847855,1,5
005930.KS,2025-02-13,0.04659505554306542,1,5
005930.KS,2025-02-14,0.03928580242203461,1,5
005930.KS,2025-02-17,0.023214286220816227,1,5
005930.KS,2025-02-18,0.0052724131298329535,1,5
005930.KS,2025-02-19,-0.03577516326568719,0,5
005930.KS,2025-02-20,-0.03595893997259869,0,5
005930.KS,2025-02-21,-0.06357398938093095,0,5
005930.KS,2025-02-24,-0.0488656472442196,0,5
005930.KS,2025-02-25,-0.055944066625066236,0,5
005930.KS,2025-02-26,-0.04063603744434352,0,5
005930.KS,2025-02-27,-0.04618117304301672,0,5
005930.KS,2025-02-28,-0.014678866192570972,0,5
005930.KS,2025-03-04,-0.01651370625012938,0,5
005930.KS,2025-03-05,0.016666683826171536,1,5
005930.KS,2025-03-06,0.007366538803301292,1,5
005930.KS,2025-03-07,0.01862204251002897,1,5
005930.KS,2025-03-10,0.07262569956343423,1,5
005930.KS,2025-03-11,0.07462684244954554,1,5
005930.KS,2025-03-12,0.06557376456269282,1,5
005930.KS,2025-03-13,0.10054844660036277,1,5
005930.KS,2025-03-14,0.12797070401888289,1,5
005930.KS,2025-03-17,0.05034722832667771,1,5
005930.KS,2025-03-18,0.03819446096238299,1,5
005930.KS,2025-03-19,0.04957265479447681,1,5
005930.KS,2025-03-20,0.026578010848630873,1,5
005930.KS,2025-03-21,-0.018514350415691938,0,5
005930.KS,2025-03-24,-0.03895195511349725,0,5
005930.KS,2025-03-25,-0.01088048933679775,0,5
005930.KS,2025-03-26,-0.036655595384689876,0,5
005930.KS,2025-03-27,-0.062423660433382544,0,5
005930.KS,2025-03-28,-0.06810633887180528,0,5
005930.KS,2025-03-31,-0.0795848310973023,0,5
005930.KS,2025-04-01,-0.09013608239615234,0,5
005930.KS,2025-04-02,-0.09863944459255947,0,5
005930.KS,2025-04-03,-0.02083333333333337,0,5
005930.KS,2025-04-04,-0.016042763438448016,0,5
005930.KS,2025-04-07,0.056391017336166804,1,5
005930.KS,2025-04-08,0.05794389626949159,1,5
005930.KS,2025-04-09,0.03207550233564982,1,5
005930.KS,2025-04-10,-0.02304965122302749,0,5
005930.KS,2025-04-11,0.0018115286455386848,1,5
005930.KS,2025-04-14,-0.014234852196635672,0,5
005930.KS,2025-04-15,-0.028268576129198086,0,5
005930.KS,2025-04-16,0.01828152285087503,1,5
005930.KS,2025-04-17,0.010889328084480399,1,5
005930.KS,2025-04-18,0.00723336871312652,1,5
005930.KS,2025-04-21,0.007220169014791056,1,5
005930.KS,2025-04-22,0.014545503614950439,1,5
005930.KS,2025-04-23,-0.0035906759793755683,0,5
005930.KS,2025-04-24,-0.02513473185562931,0,5
005930.KS,2025-04-25,-0.01974871788656596,0,5
005930.KS,2025-04-28,-0.02150537710481848,0,5
005930.KS,2025-04-29,-0.01792113579599519,0,5
005930.KS,2025-04-30,0.03783781938234654,1,5
005930.KS,2025-05-02,0.04788215100787108,1,5
005930.KS,2025-05-07,0.0512820772369833,1,5
005930.KS,2025-05-08,0.04945056931401792,1,5
005930.KS,2025-05-09,0.0364963992674483,1,5
005930.KS,2025-05-12,-0.03125003426861994,0,5
005930.KS,2025-05-13,-0.017574681590762253,0,5
005930.KS,2025-05-14,-0.02961668495880243,0,5
005930.KS,2025-05-15,-0.045375161518235285,0,5
005930.KS,2025-05-16,-0.04577472791314907,0,5
005930.KS,2025-05-19,-0.019713185702285863,0,5
005930.KS,2025-05-20,-0.035778152825335474,0,5
005930.KS,2025-05-21,0.0035906051042426945,1,5
005930.KS,2025-05-22,0.02559408868872226,1,5
005930.KS,2025-05-23,0.036900419801191076,1,5
005930.KS,2025-05-26,0.0383912052039217,1,5
005930.KS,2025-05-27,0.07235623396549018,1,5
005930.KS,2025-05-28,0.05724505864484852,1,5
005930.KS,2025-05-29,0.06595366121338353,1,5
005930.KS,2025-05-30,0.05338081866538813,1,5
005930.KS,2025-06-02,0.05457743456491149,1,5
005930.KS,2025-06-04,0.02941179282944728,1,5
005930.KS,2025-06-05,-0.013536357430855461,0,5
005930.KS,2025-06-09,-0.043478272350574554,0,5
005930.KS,2025-06-10,-0.018581141795862455,0,5
005930.KS,2025-06-11,-0.0016694545831046348,0,5
005930.KS,2025-06-12,-0.005042033198742857,0,5
005930.KS,2025-06-13,0.020583258689576223,1,5
005930.KS,2025-06-16,0.013985991302261747,1,5
005930.KS,2025-06-17,0.04130809113814782,1,5
005930.KS,2025-06-18,0.025083628820070425,1,5
005930.KS,2025-06-19,0.0168918804022673,1,5
005930.KS,2025-06-20,0.02811643604759473,1,5
005930.KS,2025-06-23,0.03735860180666517,1,5
005930.KS,2025-06-24,0.0011447155939978693,1,5
005930.KS,2025-06-25,-0.0020729203240731353,0,5
005930.KS,2025-06-26,0.0663011964159197,1,5
005930.KS,2025-06-27,0.04111847030240212,1,5
005930.KS,2025-06-30,0.031772608276953385,1,5
005930.KS,2025-07-01,0.019933522986463892,1,5
005930.KS,2025-07-02,-0.0065789371788134154,0,5
005930.KS,2025-07-03,-0.04388714000944516,0,5
005930.KS,2025-07-04,-0.011058449662433523,0,5
005930.KS,2025-07-07,0.012965943936171564,1,5
005930.KS,2025-07-08,0.03745930461942182,1,5
005930.KS,2025-07-09,0.07119208814971878,1,5
005930.KS,2025-07-10,0.09344265258139117,1,5
005930.KS,2025-07-11,0.07188491614046977,1,5
005930.KS,2025-07-14,0.08479997810273643,1,5
005930.KS,2025-07-15,0.03610677011872121,1,5
005930.KS,2025-07-16,0.02627505893097659,1,5
005930.KS,2025-07-17,-0.010494750507019202,0,5
005930.KS,2025-07-18,-0.01788366966254029,0,5
005930.KS,2025-07-21,0.0383481105926351,1,5
005930.KS,2025-07-22,0.06969688754833858,1,5
005930.KS,2025-07-23,0.09337349824758134,1,5
005930.KS,2025-07-24,0.08181819911263055,1,5
005930.KS,2025-07-25,0.04552347639535581,1,5
005930.KS,2025-07-28,-0.009943180234827653,0,5
005930.KS,2025-07-29,-0.009915012904789133,0,5
005930.KS,2025-07-30,-0.05234154419764181,0,5
005930.KS,2025-07-31,-0.012605117751004924,0,5
005930.KS,2025-08-01,0.04208996168235024,1,5
005930.KS,2025-08-04,0.018651376068287595,1,5
005930.KS,2025-08-05,0.017167411847465397,1,5
005930.KS,2025-08-06,0.045058081841537145,1,5
005930.KS,2025-08-07,0.015602882350760794,1,5
005930.KS,2025-08-08,-0.025069680809322592,0,5
005930.KS,2025-08-11,-0.014084567753798183,0,5
005930.KS,2025-08-12,-0.008438833002074042,0,5
005930.KS,2025-08-13,-0.018080680648495107,0,5
005930.KS,2025-08-14,-0.0027932642502946914,0,5
005930.KS,2025-08-18,0.021428665116402623,1,5
005930.KS,2025-08-19,0.004285777865319362,1,5
005930.KS,2025-08-20,0.0014184236118832683,1,5
005930.KS,2025-08-21,-0.014164256512972595,0,5
005930.KS,2025-08-22,-0.023809581379828915,0,5
005930.KS,2025-08-25,-0.054545490464694035,0,5
005930.KS,2025-08-26,-0.01706973017931379,0,5
005930.KS,2025-08-27,-0.01133142744085025,0,5
005930.KS,2025-08-28,0.007183938987255889,1,5
005930.KS,2025-08-29,-0.002869407829702686,0,5
005930.KS,2025-09-01,0.03698229213850435,1,5
005930.KS,2025-09-02,0.03473233189253144,1,5
005930.KS,2025-09-03,0.04011460738202399,1,5
005930.KS,2025-09-04,0.04707551652898334,1,5
005930.KS,2025-09-05,0.08489202150830466,1,5
005930.KS,2025-09-08,0.0912981105335362,1,5
005930.KS,2025-09-09,0.11048945661065113,1,5
005930.KS,2025-09-10,0.07713497550619497,1,5
005930.KS,2025-09-11,0.09400545337836186,1,5
005930.KS,2025-09-12,0.10742708593198969,1,5
005930.KS,2025-09-15,0.1071895529427791,1,5
005930.KS,2025-09-16,0.07556678125059002,1,5
005930.KS,2025-09-17,0.10102307654715093,1,5
005930.KS,2025-09-18,0.03735996548335763,1,5
005930.KS,2025-09-22,0.012882257888378934,1,5
005930.KS,2025-09-23,-0.005025643344237496,0,5
005930.KS,2025-09-24,0.011518706020576142,1,5
005930.KS,2025-09-25,0.04704330574029103,1,5
005930.KS,2025-09-26,0.1383094175810924,1,5
005930.KS,2025-09-29,0.10807600950118768,1,5
005930.KS,2025-09-30,0.09177592371871279,1,5
005930.KS,2025-10-01,0.10465116279069764,1,5
005930.KS,2025-10-02,0.08857938718662961,1,5
005930.KS,2025-10-10,0.037076271186440746,1,5
005930.KS,2025-10-13,0.05144694533762051,1,5
005930.KS,2025-10-14,0.06441048034934505,1,5
005930.KS,2025-10-15,0.0378947368421052,1,5
005930.KS,2025-10-16,-0.0122824974411464,0,5
005930.KS,2025-10-17,0.009193054136874323,1,5
005930.KS,2025-10-20,0.039755351681957096,1,5
005930.KS,2025-10-21,0.02051282051282044,1,5
005930.KS,2025-10-22,0.01926977687626774,1,5
005930.KS,2025-10-23,0.07875647668393793,1,5
005930.KS,2025-10-24,0.08805668016194335,1,5
005930.KS,2025-10-27,0.08921568627450971,1,5
005930.KS,2025-10-28,0.0542713567839197,1,5
005930.KS,2025-10-29,0.0009950248756218638,1,5
005930.KS,2025-10-30,-0.047070124879923125,0,5
005930.KS,2025-10-31,-0.08930232558139539,0,5
005930.KS,2025-11-03,-0.09450945094509455,0,5
005930.KS,2025-11-04,-0.013346043851286904,0,5
005930.KS,2025-11-05,0.0248508946322068,1,5
005930.KS,2025-11-06,0.03629032258064524,1,5
005930.KS,2025-11-07,-0.007150153217568955,0,5
005930.KS,2025-11-10,0.0,0,5
005930.KS,2025-11-11,-0.05507246376811592,0,5
