date,close,logp,L_selected,mu_selected,XT,XC,dXT,score_best,zXC
2014-01-03,148.9616241455078,5.003688716701781,120,0.05235987755982988,4.993226341328937,0.010462375372844395,0.0030722936990672522,0.7874972218451652,0.3243787513741292
2014-01-06,148.52989196777344,5.000786230698374,120,0.05235987755982988,4.99111925246056,0.009666978237813647,0.0003619802735990163,0.8160692113801222,0.29822663461405285
2014-01-07,149.442138671875,5.006909285619261,120,0.05235987755982988,4.998040827916343,0.008868457702918092,0.009413811683031348,0.9141126031522666,0.2723615848126964
2014-01-08,149.47474670410156,5.007127460195213,120,0.05235987755982988,4.999102058079435,0.008025402115778065,0.0035330585411825766,0.8703456375025577,0.24549884081778614
2014-01-09,149.572509765625,5.007781290403591,120,0.05235987755982988,5.000522119700913,0.007259170702678403,0.003990382995895381,0.9089997781921508,0.22126476512126117
2014-01-10,149.979736328125,5.010500193824791,120,0.05235987755982988,5.004031100630499,0.006469093194292693,0.006075009938005138,0.8203289444482,0.19657485795748603
2014-01-13,147.98422241210938,4.997105662757779,120,0.05235987755982988,4.991417790612555,0.005687872145223664,-0.010021102370272317,0.8134335718286385,0.1723828541337817
2014-01-14,149.59690856933594,5.0079444006833835,120,0.05235987755982988,5.002941296050525,0.0050031046328583685,0.014227155392574353,0.8062151348322122,0.1512864184110885
2014-01-15,150.40325927734375,5.013320082007953,160,0.039269908169872414,4.997087692699024,0.016232389308928345,0.007212721948435252,0.8091555419950753,0.46694047656558474
2014-01-16,150.20779418945312,5.012019630057277,160,0.039269908169872414,4.996242146293607,0.01577748376366963,0.0005612983987663966,0.8218636194547737,0.44991811770459544
2014-01-17,149.572509765625,5.007781290403591,120,0.05235987755982988,5.004689409937718,0.003091880465872913,-0.0008166055007778894,0.8901628546189316,0.09308425171541657
2014-01-21,150.0123291015625,5.0107174847289295,120,0.05235987755982988,5.008272755239165,0.002444729489764345,0.006365455888150073,0.9253913917110782,0.07355224625490064
2014-01-22,150.1100311279297,5.011368566039525,120,0.05235987755982988,5.009402432351463,0.0019661336880621833,0.004085777203155061,0.9168928996653818,0.05913392505826544
2014-01-23,148.8801727294922,5.0031417725260425,120,0.05235987755982988,5.0018186274565,0.0013231450695418993,-0.00478784147070499,0.9076547259354033,0.039797175470394894
2014-01-24,145.70367431640625,4.981574931252476,120,0.05235987755982988,4.980916155556509,0.0006587756959673162,-0.01812546451021646,0.8887312676433735,0.019823596407220298
2014-01-27,144.9868927001953,4.976643343163618,160,0.039269908169872414,4.96407925111813,0.012564092045487729,-0.0029379291997768675,0.8500452349174844,0.3429741462954555
2014-01-28,145.85025024414062,4.9825804120759924,160,0.039269908169872414,4.970655701545744,0.011924710530248179,0.007949627122668446,0.9003188572078845,0.32366181538548605
2014-01-29,144.4493408203125,4.972928863525664,160,0.039269908169872414,4.961692778086518,0.011236085439145907,-0.007621083488479563,0.9125541716501049,0.3033884787400095
2014-01-30,145.98062133789062,4.983473882336463,160,0.039269908169872414,4.9729793119334476,0.010494570403015236,0.012592323648378034,0.9343758896146037,0.2820463963696615
2014-01-31,145.1253204345703,4.977597648005767,160,0.039269908169872414,4.967817138580518,0.009780509425248999,-0.003813303962962422,0.9472005280708183,0.26169561387238943
2014-02-03,141.8592071533203,4.954835066820781,160,0.039269908169872414,4.94578661438377,0.009048452437011066,-0.020685158753382282,0.9500000000000002,0.24113587721855678
2014-02-04,142.8529052734375,4.961815466400928,160,0.039269908169872414,4.9534965210448565,0.00831894535607132,0.00907113655067171,0.9408408148823969,0.2208796993316728
2014-02-05,142.67376708984375,4.96056067499657,160,0.039269908169872414,4.953007524110365,0.00755315088620436,0.0008481184714588252,0.9372081808198413,0.19989821322375412
2014-02-06,144.5552215576172,4.9736615906575175,160,0.039269908169872414,4.9668566024472565,0.006804988210260767,0.015214757120325828,0.9787705946152295,0.17957186233827635
2014-02-07,146.3470916748047,4.985981140544158,160,0.039269908169872414,4.979937946797319,0.006043193746838787,0.014443135504155435,0.9630344645206944,0.15906492115666146
2014-02-10,146.61585998535156,4.987815969039889,160,0.039269908169872414,4.982584790694797,0.005231178345092158,0.003966979227673306,0.9810352926320302,0.13740424148023433
2014-02-11,148.2203826904297,4.9987002384280546,160,0.039269908169872414,4.99427326000124,0.0044269784268149035,0.0130236811024389,0.9537084388497084,0.11607968617885851
2014-02-12,148.29371643066406,4.999194877583137,160,0.039269908169872414,4.995502863633064,0.0036920139500731565,0.0026399723162144895,0.9987707732096732,0.09666811783071257
2014-02-13,149.05935668945312,5.004344593661685,160,0.039269908169872414,5.001393452710322,0.002951140951362774,0.00729980208751968,1.0,0.07718598963680959
2014-02-14,149.88201904296875,5.009848444898061,160,0.039269908169872414,5.0076341538276585,0.002214291070403109,0.007657505127520281,0.9700000000000001,0.057871688771970416
2014-02-18,150.0612030029297,5.011043230898254,160,0.039269908169872414,5.009549120107396,0.0014941107908587044,0.0033508200854477366,0.9099999999999998,0.03903452187079594
2014-02-19,149.0675048828125,5.004399256252761,160,0.039269908169872414,5.003567714993563,0.0008315412591974916,-0.00448675317866698,0.9099999999999998,0.02172357570448751
2014-02-20,149.9471435546875,5.0102828556950545,160,0.039269908169872414,5.010100867117619,0.00018198857743555893,0.008040943508138554,0.8717912227131683,0.00475575869220182
2014-02-21,149.7760772705078,5.009141360536396,160,0.039269908169872414,5.009592660890277,-0.00045130035388132633,0.0010149256841982535,0.9546848775667296,-0.011800924758355444
2014-02-24,150.60694885253906,5.014673455420442,160,0.039269908169872414,5.015731826071839,-0.0010583706513971872,0.007686565452852179,0.91599800217746,-0.027701947229704905
2014-02-25,150.54986572265625,5.014294363015397,160,0.039269908169872414,5.015899657179501,-0.0016052941641040762,0.001772416349010264,0.9314117652859591,-0.04207301855071627
